transaction_count,unique_actions,days_active,avg_daily_transactions,total_deposits,total_borrows,total_repays,total_redeems,avg_deposit_size,avg_borrow_size,avg_repay_size,deposit_count,borrow_count,repay_count,redeemunderlying_count,liquidationcall_count,liquidation_count,total_volume,repay_ratio,borrow_deposit_ratio,activity_diversity,userWallet,credit_score
10,1,64,0.15625,7.654792790676354e+19,0.0,0.0,0.0,7.654792790676354e+18,0.0,0.0,10,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00d841275b1a04ea45e29273efa213c4a59e84a1,671.0
1,1,1,1.0,1.0276210817275695e+18,0.0,0.0,0.0,1.0276210817275695e+18,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00d88be14e08e06865b156bb489e020a59cb68fe,607.5
2,1,1,2.0,1971411.0,0.0,0.0,0.0,985705.5,0.0,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00d8a0f305698083d8af5a8b900b3b947f604b55,609.0
5,3,101,0.04950495049504951,1.0000000000260534e+18,2.000000012043741e+17,0.0,46804768350.0,5.000000000130267e+17,1.0000000060218706e+17,0.0,2,2,0,1,0,0,0.0,0.0,0.20000000119916345,0.6,0x00d8dc2f6648dfc0472a673d85f4bc022d5cd17a,675.5
3,2,25,0.12,7.00000000000887e+19,0.0,0.0,88859941.0,3.500000000004435e+19,0.0,0.0,2,0,0,1,0,0,0.0,0.0,0.0,0.4,0x00d913a96a6ae3ffbd52030020e8b743f97ace86,616.5
36,4,80,0.45,1.4113765573825894e+19,7.263457584303574e+20,1688071070.0,2644974533.0,8.821103483641184e+17,6.052881320252978e+19,422017767.5,16,12,4,4,0,0,7.404595240058714e+20,2.3240599265671264e-12,51.46364055935378,0.8,0x00d94da07ea932ed8426e8dfd06615bda49b8022,0.0
3,2,19,0.15789473684210525,5.3961261397e+20,1e+20,0.0,0.0,2.69806306985e+20,1e+20,0.0,2,1,0,0,0,0,0.0,0.0,0.18531812898940042,0.4,0x00d9acf1d63eae19a1b0e416be85dd7754298ffc,616.5
21,4,9,2.3333333333333335,4.63598997736123e+20,2.0500000000012586e+20,125878052.0,123017132.0,4.63598997736123e+19,2.5625000000015733e+19,62939026.0,10,8,2,1,0,0,6.685989977363747e+20,6.140392780484035e-13,0.44219250041780783,0.8,0x00d9d164c3cdc126d33d541fe6e0cd55f4d4ed63,755.5000000000614
270,4,48,5.625,1.8040113736242844e+24,1.7824000000032143e+24,1.7859391585899947e+24,2.2136372573373569e+24,1.6252354717335895e+22,3.0210169491579906e+22,3.1891770689107047e+22,111,59,56,44,0,0,5.372350532217493e+24,1.0019856141083785,0.988020378398362,0.8,0x00da65b9d6ea469301021381f9b16cf3e80fa8b1,924.0
2,1,1,2.0,2.7e+18,0.0,0.0,0.0,1.35e+18,0.0,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00da855f0f8924c454c93ea7c5d5d96757e1e652,609.0
4,4,1,4.0,5.222e+21,9.99e+20,9.99e+20,5.222e+21,5.222e+21,9.99e+20,9.99e+20,1,1,1,1,0,0,7.220000000000001e+21,1.0,0.1913060130218307,0.8,0x00da9446b29e3d2424b9db0c7e701ad33fdfedf4,780.0
1,1,1,1.0,1.09e+17,0.0,0.0,0.0,1.09e+17,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00da96f79c5969a61b5b15c6f5f800d760fad316,607.5
2,2,1,2.0,1.1397250967655744e+23,0.0,0.0,1.1397364235271208e+23,1.1397250967655744e+23,0.0,0.0,1,0,0,1,0,0,0.0,0.0,0.0,0.4,0x00da972a32c522b02771520fb5e70fcb056927fb,615.0
26,4,107,0.24299065420560748,2.4922392552984357e+22,7.0000000445e+18,7.007216620762874e+18,7.1e+18,2.265672050271305e+21,8.750000055625e+17,1.4014433241525747e+18,11,8,5,2,0,0,2.493639976964962e+22,1.0010309394595711,0.0002808719118607165,0.8,0x00db170287aaa8a93b08cda808af76d11a5f0fff,863.0
25,4,10,2.5,2.5689720055303163e+20,760000000.0,760197411.0,2.714757017550645e+20,3.2112150069128954e+19,126666666.66666667,253399137.0,8,6,3,8,0,0,2.568972005545518e+20,1.0002597513157894,2.9583817899296734e-12,0.8,0x00dc7f0ff419ed1634728a77146c6754541d2b82,861.5
20,4,4,5.0,5.274616541011248e+20,3.1221784124762985e+22,3.123297055401214e+22,5.275533887637674e+20,8.791027568352079e+19,7.805446031190746e+21,7.808242638503035e+21,6,4,4,6,0,0,6.298221633287625e+22,1.0003582892381953,59.19251927037175,0.8,0x00dcb0f4d625ca40a0f0cd2f45bbdbd343198793,0.0
40,4,122,0.32786885245901637,6.985467901696133e+20,2.7095e+21,7.750937551682436e+20,6.48569951303063e+17,2.7941871606784532e+19,3.386875e+20,1.2918229252804059e+20,25,8,6,1,0,0,4.183140545337857e+21,0.28606523534535655,3.8787666597710793,0.8,0x00dd72466c9bc28c9765b406ea147c1e15dbc7ab,718.6681905459817
4,2,1,4.0,2e+18,3.000000000004e+17,0.0,0.0,1e+18,1.500000000002e+17,0.0,2,2,0,0,0,0,0.0,0.0,0.1500000000002,0.4,0x00de3a8bdee6e682c3509d66a947d05a8ca797af,618.0
2,1,11,0.18181818181818182,1.2000000000000428e+18,0.0,0.0,0.0,6.000000000000214e+17,0.0,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00df64b8044aa7126e0f88f286b3c483c5e5927a,609.0
6,3,1,6.0,2.1157498642774422e+17,1.0569866271368582e+17,5.569866271368583e+16,0.0,1.0578749321387211e+17,3.523288757122861e+16,5.569866271368583e+16,2,3,1,0,0,0,3.7297231185511584e+17,0.5269571183181487,0.499580146492333,0.6,0x00df99e12315cac90f49527b07d753b7fe9faccd,779.6957118318148
2,2,1,2.0,2.32e+16,5000000000000000.0,0.0,0.0,2.32e+16,5000000000000000.0,0.0,1,1,0,0,0,0,0.0,0.0,0.21551724137931033,0.4,0x00dfae7aeadc69fce49cf389d2bee4aae67aa656,615.0
1,1,1,1.0,1107129.0,0.0,0.0,0.0,1107129.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00e10883490fa8ed8e9cd59177a54d45cd025ef9,607.5
49,2,41,1.1951219512195121,2.3794093881786184e+21,0.0,0.0,1.6154951726500668e+21,8.497890672066494e+19,0.0,0.0,28,0,0,21,0,0,0.0,0.0,0.0,0.4,0x00e14bea17f4e951fb695c52a66b3429da55a117,735.5
3,2,1,3.0,1.9e+19,6.501508470473127e+18,0.0,0.0,9.5e+18,6.501508470473127e+18,0.0,2,1,0,0,0,0,0.0,0.0,0.3421846563406909,0.4,0x00e1ac868592c1fd51ed72abca14930075ed892f,616.5
156,4,95,1.6421052631578947,1.3440403949113205e+23,1.483639056867425e+22,83384218748.0,1.9391487262544586e+23,2.400072133770215e+21,7.418195284337125e+20,5558947916.533334,56,20,15,65,0,0,1.4924043005988967e+23,5.620249639697308e-12,0.11038649303135828,0.8,0x00e22b85d329650e35a9d664b7c408a57820f13f,824.0000000005621
51,4,4,12.75,430679270.0,196966448.0,221805663.0,430727854.0,22667330.0,19696644.8,31686523.285714287,19,10,7,15,0,0,849451381.0,1.1261088639827632,0.4573390495437591,0.8,0x00e2362abcebe7833138bd460000ba5d4f6ee1e6,900.5
2,2,1,2.0,9.960468559e+18,7043952581.0,0.0,0.0,9.960468559e+18,7043952581.0,0.0,1,1,0,0,0,0,0.0,0.0,7.07190885576892e-10,0.4,0x00e294652292776e4d59f416ef35a73cae0e01dc,615.0
3,2,44,0.06818181818181818,139864109.0,1.0,0.0,0.0,69932054.5,1.0,0.0,2,1,0,0,0,0,0.0,0.0,7.149797093405857e-09,0.4,0x00e3088ddbd715f119651a58964ce1714b590f34,616.5
2,2,1,2.0,10349000000.0,0.0,0.0,10349000094.0,10349000000.0,0.0,0.0,1,0,0,1,0,0,0.0,0.0,0.0,0.4,0x00e3df1133185a9effedabb79003d9c07ca69bc8,615.0
2,2,1,2.0,1840527553.0,1207386266.0,0.0,0.0,1840527553.0,1207386266.0,0.0,1,1,0,0,0,0,0.0,0.0,0.656000103900645,0.4,0x00e421ba23dbe6a165255be382f46fcb927f8951,615.0
110,4,104,1.0576923076923077,3.7042404878030897e+22,2.02585e+22,2.0157365811852043e+22,3.6884009719835017e+22,5.8797468060366504e+20,6.33078125e+20,3.3595609686420074e+21,63,32,6,9,0,0,7.745827068988294e+22,0.9950078145890389,0.5469002368152104,0.8,0x00e4f6071dcfc268ed4487e2a004d01e3666107e,923.5007814589039
1,1,1,1.0,1110079.0,0.0,0.0,0.0,1110079.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00e61c3f169f0b2888137918053bdadda121bb44,607.5
3,2,29,0.10344827586206896,1.013561089285298e+18,0.0,0.0,1.0136616495357892e+18,5.06780544642649e+17,0.0,0.0,2,0,0,1,0,0,0.0,0.0,0.0,0.4,0x00e61fabc261401d3c47b6178e86449ae9890d73,616.5
12,3,1,12.0,0.0,6.404296826131254e+22,1.2808774944035055e+23,2.9503566301017795e+21,0.0,3.202148413065627e+22,2.561754988807011e+22,0,2,5,5,0,0,0.0,2.0000283078341727,0.0,0.6,0x00e650676a38478b3eee9e3eb741a6075b2c95c1,636.0
38,4,57,0.6666666666666666,3.2758402029806923e+21,1.79756e+21,1.804578472257279e+21,3.2815642711135696e+21,1.6379201014903462e+20,1.997288888888889e+20,4.5114461806431974e+20,20,9,4,5,0,0,6.877978675237972e+21,1.0039044439447244,0.5487325048286535,0.8,0x00e678b0cdae186eb3c4b08cfe3d1a698882c0af,881.0
3,1,11,0.2727272727272727,1.5000005e+18,0.0,0.0,0.0,5.000001666666667e+17,0.0,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00e6f654a108a16077be41abab58c3353f90e7cc,610.5
7,4,18,0.3888888888888889,222677848.0,120000000.0,120077113.0,1.9978835426882512e+20,111338924.0,120000000.0,120077113.0,2,1,1,3,0,0,462754961.0,1.0006426083333333,0.5388950947648821,0.8,0x00e6f8d8fb80b0c302a6bd849b79982dc9945b15,834.5
10,2,47,0.2127659574468085,3.601946748279575e+20,1.59e+20,0.0,0.0,7.20389349655915e+19,3.18e+19,0.0,5,5,0,0,0,0,0.0,0.0,0.44142795857807826,0.4,0x00e7092c338d69f7ae230081d862d347ef9dcf1e,677.0
468,4,61,7.672131147540983,1.1250887813775063e+24,1.1705697000018766e+24,5.415008562986898e+22,3.5712020058660772e+22,4.0470819474011015e+21,1.4275240243925323e+22,1.8672443320644477e+21,278,82,29,79,0,0,2.349808567009252e+24,0.04625959960332321,1.0404242930666197,0.8,0x00e839bc0c9a130afe30974914c4b0100756cff4,828.6259599603324
1,1,1,1.0,1055432.0,0.0,0.0,0.0,1055432.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00e87eb4a651f339219658165b87c204de6a7e5f,607.5
1,1,1,1.0,1.5e+18,0.0,0.0,0.0,1.5e+18,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00e8909b79b3d40af0f22e37f81c9e3e9187d853,607.5
2,2,1,2.0,1050029402.0,0.0,0.0,1050029482.0,1050029402.0,0.0,0.0,1,0,0,1,0,0,0.0,0.0,0.0,0.4,0x00e8b7df725ce993f179f071908a9d687815f2ba,615.0
1,1,1,1.0,1839767.0,0.0,0.0,0.0,1839767.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00e928ef44122d31043f772b00b0d1821b020ff7,607.5
52,5,104,0.5,5.471010752965651e+19,2309009600.0,49223480.0,7.019053161274781e+17,2.879479343666132e+18,230900960.0,2734637.777777778,19,10,18,4,1,1,5.471010753201475e+19,0.02131800578048701,4.220444273022793e-11,1.0,0x00e979f43658ae9cfb838b07d4b3bc70f12b93cb,710.1318005780487
1,1,1,1.0,1022300.0,0.0,0.0,0.0,1022300.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00e97bf0997013cc741dbcaafba8f439d474c879,607.5
10,2,40,0.25,1.2000000058210424e+18,0.0,0.0,7642788251.0,2.4000000116420848e+17,0.0,0.0,5,0,0,5,0,0,0.0,0.0,0.0,0.4,0x00e9ba3dc1ebd6f585b9f5bf8a33a975b5f8a7de,677.0
1,1,1,1.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00eaa7d80b05144a928492bb83b82cfa5e2914cd,607.5
1,1,1,1.0,1108220.0,0.0,0.0,0.0,1108220.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00eacbbd373a91aa0d4485b0beb45b14816f835f,607.5
1,1,1,1.0,0.0,0.0,0.0,5004809861.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.2,0x00ead164c58ccf3d8fbe9aab4c806477db62e599,457.5
16,4,1,16.0,39342130.0,19372498.0,19372511.0,39342145.0,7868426.0,6457499.333333333,6457503.666666667,5,3,3,5,0,0,78087139.0,1.0000006710543983,0.49241101079173893,0.8,0x00eadb769d931de24bb9252c3cc3a6f8de3f86cb,848.0
1,1,1,1.0,11253.0,0.0,0.0,0.0,11253.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00eb8dc1785a096d7006ca9c64aa4ad5f2706691,597.4271834998983
6,2,8,0.75,2.8000000000098697e+20,0.0,0.0,493661808.0,5.6000000000197394e+19,0.0,0.0,5,0,0,1,0,0,0.0,0.0,0.0,0.4,0x00eda101a3b10f7164cce8ecdf305b1317ca0669,671.0
56,5,61,0.9180327868852459,4.0810628396753505e+20,477131213.0,333617781.0,2.5465779344840288e+20,2.2672571331529724e+19,79521868.83333333,23829841.5,18,6,14,17,1,1,4.081062839683458e+20,0.69921600580761,1.1691346880558102e-12,1.0,0x00eddd42021ba97a37097ad4286b893b206e12bc,783.921600580761
16,3,21,0.7619047619047619,1.8577533464531488e+22,1.2499123497797125e+22,0.0,1032692260.0,1.8577533464531488e+21,2.499824699559425e+21,0.0,10,5,0,1,0,0,0.0,0.0,0.6728085578023931,0.6,0x00ee45c909dee53b4cf6af3a5fc3739cd2f9f2a3,692.0
3,3,52,0.057692307692307696,1e+17,1e+17,0.0,4996364.0,1e+17,1e+17,0.0,1,1,0,1,0,0,0.0,0.0,1.0,0.6,0x00ee80c322d6e956d2629a73223605bbda946f2d,622.5
21,3,72,0.2916666666666667,1.2257450779333665e+20,2.3000000000189047e+19,2.3005877128908083e+19,0.0,1.2257450779333665e+19,2.5555555555765606e+18,1.1502938564454042e+19,10,9,2,0,0,0,1.6858038492243378e+20,1.0002555273356082,0.18764097375750885,0.6,0x00ef17fb802141f4a12026c4492bafc43d8ab85e,849.5
3,2,4,0.75,194356190.0,0.0,0.0,194480134.0,97178095.0,0.0,0.0,2,0,0,1,0,0,0.0,0.0,0.0,0.4,0x00ef8b0cf8f81c2b40fc9233b16f2c21cd4f6f15,616.5
28,4,7,4.0,1.6298109894731686e+22,7953937860.0,1150132537.0,195617405.0,9.587123467489228e+20,3976968930.0,230026507.4,17,2,5,4,0,0,1.629810989474079e+22,0.1445991353269134,4.880282383278742e-13,0.8,0x00f00fa5ba62e19615bbf759b7155de7ba96f27b,780.4599135326913
5,4,58,0.08620689655172414,4.5e+17,500000000.0,502415465.0,4.502088335643522e+17,4.5e+17,500000000.0,251207732.5,1,1,2,1,0,0,4.500000010024155e+17,1.00483093,1.111111111111111e-09,0.8,0x00f14df956a8e0b34e0c5bddb6e39dec48ec7baa,831.5
4,2,62,0.06451612903225806,4.30578163e+20,0.0,0.0,5.7816300200319e+17,1.4352605433333332e+20,0.0,0.0,3,0,0,1,0,0,0.0,0.0,0.0,0.4,0x00f16ddf3034436fc981194a0192044ce90aa4c1,618.0
2,2,75,0.02666666666666667,36396.0,0.0,0.0,36462.0,36396.0,0.0,0.0,1,0,0,1,0,0,0.0,0.0,0.0,0.4,0x00f3fb9d81506fe69f504fa12325d1559280d635,615.0
28,4,8,3.5,6.961290000103351e+20,7907789783.0,7910719144.0,1.1300279210143954e+18,7.734766666781501e+19,1976947445.75,1582143828.8,9,4,5,10,0,0,6.961290000261537e+20,1.0003704399181548,1.135966147493151e-11,0.8,0x00f4765d1e007cefc091d84c2bcd1c16ddcc2c87,866.0
5,3,59,0.0847457627118644,1.860000000001193e+20,4.2e+19,0.0,119489584.0,6.200000000003977e+19,4.2e+19,0.0,3,1,0,1,0,0,0.0,0.0,0.2258064516127584,0.6,0x00f4fa7ac6f012e7e65d325022ba1397a83ca694,675.5
83,4,34,2.4411764705882355,1.0998216122526633e+23,1.850000000002317e+22,1.8511701428093992e+22,1.0442064754705141e+23,4.073413378713568e+21,1.850000000002317e+21,2.056855714232666e+21,27,10,9,37,0,0,1.469938626533835e+23,1.0006325096254491,0.16820909676553206,0.8,0x00f5481262d4845b292ba0c41752de258b3bbeec,924.0
3,3,1,3.0,500000000000000.0,119837517310501.0,119837517310501.0,0.0,500000000000000.0,119837517310501.0,119837517310501.0,1,1,1,0,0,0,739675034621002.0,1.0,0.239675034621002,0.6,0x00f57a995e566fa107d36ca5443629c7bee31213,772.5
2,1,1,2.0,2.003e+19,0.0,0.0,0.0,1.0015e+19,0.0,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00f63722233f5e19010e5daf208472a8f27d304b,609.0
17,4,6,2.8333333333333335,2.7228836900705098e+17,4.599812593053849e+19,4.602858450003101e+19,6.964183409266032e+18,5.445767380141019e+16,1.533270864351283e+19,1.5342861500010338e+19,5,3,3,6,0,0,9.229899879957656e+19,1.0006621697922762,168.93165910199917,0.8,0x00f656a2953a15ddf8d9d9726b67dd4e61f238b9,0.0
3,2,26,0.11538461538461539,1.0000000000000822e+22,0.0,0.0,823132083.0,5.000000000000411e+21,0.0,0.0,2,0,0,1,0,0,0.0,0.0,0.0,0.4,0x00f6c46a5e9b0613ededa94072f065e46bc8176f,616.5
1,1,1,1.0,1337171934.0,0.0,0.0,0.0,1337171934.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00f70714e95b8d092546acdc8e52a02d6eedc934,607.5
3,2,42,0.07142857142857142,2.50999692979e+20,0.0,0.0,1.0000000289297711e+18,1.254998464895e+20,0.0,0.0,2,0,0,1,0,0,0.0,0.0,0.0,0.4,0x00f72bb4bd6c353685bed9077422dbf3d85e80a1,616.5
2,1,3,0.6666666666666666,0.0,0.0,0.0,369710716641.0,0.0,0.0,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.2,0x00f731bcd3a8d541a040a7586ff3d03dea48e31f,459.0
229,4,62,3.693548387096774,7.047690287587133e+20,1.03059444520369e+20,1.8665538386733544e+16,2.4058247517179262e+20,6.525639155173271e+18,2.290209878230422e+18,691316236545686.9,108,45,27,49,0,0,8.07847138817469e+20,0.00018111429256776585,0.14623151744037935,0.8,0x00f777857b95c1d0fe7564ae343d1a00c80b38f1,824.0181114292568
6,2,2,3.0,3.1695717626925783e+20,6e+19,0.0,0.0,7.923929406731446e+19,3e+19,0.0,4,2,0,0,0,0,0.0,0.0,0.1893000206091863,0.4,0x00f83f560dea6e8317900beabc89be027da154f8,671.0
4,2,14,0.2857142857142857,267721376.0,0.0,0.0,267838914.0,133860688.0,0.0,0.0,2,0,0,2,0,0,0.0,0.0,0.0,0.4,0x00f863703e78916a4487fcbfbda7a6944fa86538,618.0
363,4,38,9.552631578947368,5.904135722959663e+20,3.6741542383785214e+20,3.775105799357126e+19,2.2778865445472597e+20,3.335669899977211e+18,3.6377764736421e+18,1.2583685997857088e+18,177,101,30,55,0,0,9.955800541273897e+20,0.10274761358475677,0.6223017916222152,0.8,0x00f8a06340b52aee151b871a915c06af3c053470,834.2747613584756
1,1,1,1.0,1e+18,0.0,0.0,0.0,1e+18,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00f8b6bf7cf6b0a173e14abc3d687dd03fe16bb0,607.5
5,3,1,5.0,1e+19,3261753.0,3261831.0,0.0,1e+19,1630876.5,1630915.5,1,2,2,0,0,0,1.0000000000006525e+19,1.0000239135213458,3.261753e-13,0.6,0x00f8dcbf7f64e30efff649bd9f137af0eb80e4da,825.5
2,1,6,0.3333333333333333,3.133786014502572e+18,0.0,0.0,0.0,1.566893007251286e+18,0.0,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00f8dd0e37d5077fa256fadbaa216d9088a708e6,609.0
2,2,1,2.0,3.19e+16,5000000000000000.0,0.0,0.0,3.19e+16,5000000000000000.0,0.0,1,1,0,0,0,0,0.0,0.0,0.15673981191222572,0.4,0x00f9126faecd227f6cd0ccba36865c9a7c55ff24,615.0
2,1,4,0.5,2044302.0,0.0,0.0,0.0,1022151.0,0.0,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00f9a33dfedbc3bddfb6ef4380dacfd9352c4d15,609.0
1,1,1,1.0,1.5e+18,0.0,0.0,0.0,1.5e+18,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00fa8021f0c2157ab005dd41b11d49ea30d7893a,607.5
4,2,30,0.13333333333333333,400000000000.0,0.0,0.0,6.940202788781019e+23,400000000000.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0.4,0x00fbef9f0f9b0b6421c264a2020f14bca80291ca,618.0
19,2,38,0.5,2.7154439178023035e+19,1.055078577924096e+19,0.0,0.0,2.4685853798202757e+18,1.31884822240512e+18,0.0,11,8,0,0,0,0,0.0,0.0,0.38854736457897654,0.4,0x00fc6300b77a8ea902d576eafaa9ba40daa7c415,690.5
2,1,7,0.2857142857142857,1.907623308895031e+16,0.0,0.0,0.0,9538116544475156.0,0.0,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00fc9abc1ae9d1b71b89fd285cb6c73129f6da72,609.0
2,1,23,0.08695652173913043,0.0,0.0,0.0,3.000607438585704e+21,0.0,0.0,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.2,0x00fcad795d8a753c9064126b78cf0330436da09b,459.0
1,1,1,1.0,1759493.0,0.0,0.0,0.0,1759493.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00fce3e318dfc490be549b266e85af457ee3d65b,607.5
1,1,1,1.0,1e+17,0.0,0.0,0.0,1e+17,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00fdcbab290f89f3d03a21b1fa17fdd64bd2f1c8,607.5
1,1,1,1.0,1.3e+18,0.0,0.0,0.0,1.3e+18,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x00fe37d2589cdec3cf55afaf4a482bca6b7b0ae6,607.5
4,2,1,4.0,1.3e+20,1.0000000000968376e+18,0.0,0.0,6.5e+19,5.000000000484188e+17,0.0,2,2,0,0,0,0,0.0,0.0,0.007692307693052597,0.4,0x00fea8ef6f337ce6aa8b5bb7086ace94dd0434a7,618.0
2,2,1,2.0,2.43e+16,5000000000000000.0,0.0,0.0,2.43e+16,5000000000000000.0,0.0,1,1,0,0,0,0,0.0,0.0,0.205761316872428,0.4,0x00ff162742cd72f0a726cf90138a832ab5f0d48e,615.0
2,2,1,2.0,1e+17,5.000000016049496e+16,0.0,0.0,1e+17,5.000000016049496e+16,0.0,1,1,0,0,0,0,0.0,0.0,0.5000000016049496,0.4,0x00ffb2daca4977f6edb65b21c21184eee6a5a72a,615.0
70,1,23,3.0434782608695654,250000000000450.0,0.0,0.0,0.0,3571428571435.0,0.0,0.0,70,0,0,0,0,0,0.0,0.0,0.0,0.2,0x0100569d3daa2d258f8b21d4ec833ed21d2ff2dd,756.0
2,1,8,0.25,4102674766402218.0,0.0,0.0,0.0,2051337383201109.0,0.0,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0.2,0x01017b2d24a37f5c74bc2291eb8743937aad1ff6,609.0
2,1,7,0.2857142857142857,3357066668017219.0,0.0,0.0,0.0,1678533334008609.5,0.0,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0.2,0x010286f16ec2f351c7575caf45c07d758a184793,609.0
3,2,7,0.42857142857142855,266990000.0,1.8e+20,0.0,0.0,133495000.0,1.8e+20,0.0,2,1,0,0,0,0,0.0,0.0,674182553653.695,0.4,0x0102b4bf6272eae55dffc8008ba81ac2bab58ca0,0.0
1,1,1,1.0,9.47e+16,0.0,0.0,0.0,9.47e+16,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x0104712abf87649bc5a0844b490fcf924f76da81,607.5
15,4,4,3.75,2.5712270717290214e+20,3.4445047818607755e+19,3.4458407938223215e+19,2.5716111576870853e+20,4.285378452881702e+19,8.611261954651939e+18,1.7229203969111607e+19,6,4,2,3,0,0,3.2602616292973314e+20,1.0003878676460494,0.1339634612490494,0.8,0x0104b9e629be9b419a5f0b4974de5e8f2bb06399,846.5
1,1,1,1.0,0.0,0.0,0.0,193968213.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.2,0x0104d7a50c942735fd96ed6ab3423cac7e2db0d7,457.5
6,4,2,3.0,8.857285172461142e+19,40000000.0,40004586.0,8.859329084536023e+19,4.428642586230571e+19,40000000.0,40004586.0,2,1,1,2,0,0,8.857285172469142e+19,1.0001146499999998,4.516056468901672e-13,0.8,0x0105c26c5d013bb32223dbb2a4bbd98e9b0c320a,833.0
1,1,1,1.0,4019486063922668.0,0.0,0.0,0.0,4019486063922668.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x010716be97151c482b999a87477aca6b2d122ed1,607.5
130,4,52,2.5,4.082402543116695e+22,2.231235968266093e+22,2.231532863450708e+22,3.5895339494555316e+22,6.919326344265584e+20,7.968699886664618e+20,1.0626346968812896e+21,59,28,21,22,0,0,8.545171374833495e+22,1.0001330631044127,0.5465497203425375,0.8,0x0107aacde8714bd13357fc856d6b93b3f8b543e9,924.0
11,3,1,11.0,0.0,946052756125.0,1892106052067.0,1.5995028088977628e+20,0.0,473026378062.5,315351008677.8333,0,2,6,3,0,0,0.0,2.000000570599257,0.0,0.6,0x0107e33b5776e3052fdd624d6246df4f1d8ecddd,634.5
73,4,22,3.3181818181818183,2.1205207506124304e+19,1022239605.0,1023371649.0,5207977093010962.0,8.835503127551794e+17,44445200.217391305,73097974.92857143,24,23,14,12,0,0,2.1205207508169916e+19,1.0011074155163455,4.820700786374128e-11,0.8,0x01080306fab7721ae1dbff1909df46b92a2c0b8c,924.0
25,4,53,0.4716981132075472,3.850684734347005e+21,1e+21,1.000230917145434e+21,7.328453141102375e+18,2.026676175972108e+20,1e+21,1.000230917145434e+21,19,1,1,4,0,0,5.850915651492438e+21,1.000230917145434,0.2596940723503761,0.8,0x0108678baac8accdcbff80294564f74725330907,861.5
49,4,28,1.75,1.5134493734547938e+20,1.13e+20,1.133699764614041e+20,1.5150295498449217e+20,8.902643373263493e+18,8.071428571428571e+18,1.2596664051267121e+19,17,14,9,9,0,0,3.777149138068835e+20,1.0032741279770274,0.746638784104497,0.8,0x01087080dca984b607e1ebf263330431f979e528,897.5
1,1,1,1.0,1.3e+18,0.0,0.0,0.0,1.3e+18,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.2,0x010a078ff877852f0f18b6a910f7964ff18498f4,607.5
11,2,53,0.20754716981132076,5.311552896658174e+19,0.0,0.0,10910795690597.0,6.639441120822717e+18,0.0,0.0,8,0,0,3,0,0,0.0,0.0,0.0,0.4,0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,678.5
